SECTNO,CFRSubject,Original_sentence,Matched_Label,Matched_Text
47.305-6,Shipments to ports and air terminals.,"destination basis, the contracting officer shall insert in solicitations the provision at 52.247-51, Evaluation of Export Offers.",obligations_02,officer shall insert
47.305-6,Shipments to ports and air terminals.,"The contracting officer shall use the provision with its— (1) Alternate I, when the CONUS ports of export are DOD water terminals; (2) Alternate II, when offers are solicited on an f.o.b. origin only basis; or (3) Alternate III, when offers are solicited on an f.o.b.",obligations_02,officer shall use
47.305-6,Shipments to ports and air terminals.,"(f)(1) When the supplies are to move in the Defense Transportation System (DTS) (see 47.301-3), the contract shall specify that— (i) A Transportation Control Movement Document (TCMD) must be dispatched to the appropriate DOD air or water clearance authority in accordance with DoD 4500.9-R, Defense Transportation Regulation, Part II, procedures for all shipments consigned to DOD air or water terminal transshipment points; and (ii) An Export Release must be obtained for supplies to be transshipped via a water port of loading to overseas destinations, except for shipments for which an Export Release is not required, generally shipments of less than 10,000 pounds, (see DoD 4500.9-R, Defense Transportation Regulation, Part II).",obligations_02,contract shall specify
47.305-6,Shipments to ports and air terminals.,"(2) When shipments will be consigned to DOD air or water terminal transshipment points, the contracting officer shall insert in solicitations and contracts the clause at 52.247-52, Clearance and Documentation Requirements—Shipments to DOD Air or Water Terminal Transshipment Points.",obligations_02,officer shall insert
47.305-6,Shipments to ports and air terminals.,"(g) When a contract will not generate any shipments that require an Export Release, only the DOD CONUS ports that serve the overseas destination shall be listed in the solicitation, except that the responsible contracting officer may limit the water ports listed when such limitation is considered necessary to meet delivery or other requirements.",permissions_99,officer may limit
47.305-6,Shipments to ports and air terminals.,The award shall specify the United States ports of loading that afford the lowest overall cost to the overseas destination.,obligations_02,award shall specify
47.305-6,Shipments to ports and air terminals.,"When supplies will be from origins outside CONUS to destinations either within or outside CONUS, the contracting officer shall use the appropriate f.o.b. term and include evaluation-of-offers information.",obligations_02,officer shall use
47.305-6,Shipments to ports and air terminals.,(l) Military and civilian agencies shall obtain assistance from transportation offices in connection with all export shipments (see 47.105).,obligations_02,agencies shall obtain
47.305-7,"Quantity analysis, direct delivery, and reduction of crosshauling and backhauling.",(1) The requiring activity shall consider the acquisition of carload or truckload quantities.,obligations_02,activity shall consider
47.305-7,"Quantity analysis, direct delivery, and reduction of crosshauling and backhauling.","(2) When additional quantities of the supplies being acquired can be transported at lower unit transportation costs or with a relatively small increase in total transportation costs, with no impairment to the program schedule, the contracting officer shall ascertain from the requiring activity whether there is a known requirement for additional quantities.",obligations_02,officer shall ascertain
47.305-7,"Quantity analysis, direct delivery, and reduction of crosshauling and backhauling.","This may be the case, for example, when the additional quantity could profitably be stored by the activity for future use, or could be distributed advantageously to several using activities on the same transportation route or in the same geographical area.",dispensations_00,quantity could profitably be stored
47.305-7,"Quantity analysis, direct delivery, and reduction of crosshauling and backhauling.","The contracting officer shall select distribution and transshipment facilities intermediate to origins and ultimate destinations to reduce crosshauling and backhauling; i.e., the transportation of personal property of the same kind in opposite directions or the return of the property to or through areas previously traversed in shipment.",obligations_02,officer shall select
47.305-9,Commodity description and freight classification.,"Therefore, the contracting officer shall show in the solicitation a complete description of the commodity to be acquired and of packing requirements to determine proper transportation charges for the evaluation of offers.",obligations_02,officer shall show
47.305-9,Commodity description and freight classification.,"If supplies cannot be properly classified through reference to freight classification tariffs or if doubt exists, the contracting officer shall obtain the applicable freight classification from the transportation office.",obligations_02,officer shall obtain
47.305-9,Commodity description and freight classification.,In some situations prospective contractors have established an official freight classification description that can be applied.,dispensations_00,that can be applied
47.305-9,Commodity description and freight classification.,"When the supplies being acquired are new to the supply system, nonstandard, or modifications of previously shipped items, and different freight classifications may apply, the contracting officer shall insert in solicitations the provision at 52.247-53, Freight Classification Description.",obligations_02,officer shall insert
47.305-9,Commodity description and freight classification.,(2) The contracting officer shall alert the transportation officer to the possibility of negotiations for appropriate freight classification ratings and reasonable transportation rates.,obligations_02,officer shall alert
47.305-9,Commodity description and freight classification.,The solicitation shall contain adequate descriptions of explosives and other dangerous supplies according to (1) the regular freight classification and (2) the hazardous material description and hazard class as shown in 49 CFR 172.101.,obligations_02,solicitation shall contain
47.305-9,Commodity description and freight classification.,"(d) The contracting officer shall furnish the freight classification information developed in 47.305-9(a), (b), and (c) above to the contract administration office.",obligations_02,officer shall furnish
47.305-10,"Packing, marking, and consignment instructions.","(a) Acquisition documents shall include packing and marking requirements necessary to prevent deterioration of supplies and damages due to the hazards of shipping, handling, and storage, and, when appropriate, marking in accordance with the requirements of 49 CFR 172.300.",obligations_02,documents shall include
47.305-10,"Packing, marking, and consignment instructions.",(b) Contracts shall include complete consignment and marking instructions at the time the contract is awarded to ensure that supplies are delivered to proper destinations without delay.,obligations_02,Contracts shall include
47.305-10,"Packing, marking, and consignment instructions.","If complete consignment information is not initially known, the contracting officer shall issue amended delivery instructions under the Changes clause of the contract (see 43.205) as soon as the information becomes known.",obligations_02,officer shall issue
47.305-10,"Packing, marking, and consignment instructions.","(c) If necessary to meet required delivery schedules, the contracting officer may issue instructions by telephone or electronic means.",permissions_99,officer may issue
47.305-10,"Packing, marking, and consignment instructions.","The contracting officer shall confirm telephonic instructions in writing, and confirm electronic instructions if the contracting officer did not receive confirmation of receipt.",obligations_02,officer shall confirm
47.305-10,"Packing, marking, and consignment instructions.",(d) Marking and consignment instructions for military shipments shall conform to the current issue of MIL-STD-129 (Military Standard Marking for Shipment and Storage) and other applicable DOD regulations.,obligations_02,shipments shall conform
47.305-11,Options in shipment and delivery.,The Government may reserve the right to— (a) Direct deliveries of all or part of the contract quantity to destinations or to consignees other than those specified in the solicitation and in the contract; (b) Direct shipments in quantities that may require transportation rates different from those on which the contract price is based; and (c) Direct shipments by a mode of transportation other than that stipulated in the solicitation and in the contract.,permissions_99,that may require
47.305-12,Delivery of Government-furnished property.,"When Government property is furnished to a contractor and transportation costs to the Government are a factor in the evaluation of offers, the contracting officer shall include in the solicitation a clear description of the property, its location, and other information necessary for the preparation of cost estimates.",obligations_02,officer shall include
47.305-12,Delivery of Government-furnished property.,"(2) The contracting officer shall insert in solicitations and contracts the clause at 52.247-55, F.o.b.",obligations_02,officer shall insert
47.305-12,Delivery of Government-furnished property.,(b) The contracting officer shall describe explosive and dangerous material according to (1) the regular freight classification and (2) the hazardous material description and hazard class as shown in 49 CFR 172.101.,obligations_02,officer shall describe
47.305-13,Transit arrangements.,(2) The contracting officer shall consider possible benefits available to the Government through the use of existing transit arrangements or through efforts to obtain additional transit privileges from the carriers.,obligations_02,officer shall consider
47.305-13,Transit arrangements.,destination offers can only quote fixed overall delivered prices at first destination.,dispensations_00,offers can only quote
47.305-13,Transit arrangements.,(3)(i) Traffic management personnel shall furnish information and analyses of situations in which transit arrangements may be beneficial.,obligations_02,personnel shall furnish
47.305-13,Transit arrangements.,"The quantity to be awarded must be of sufficient tonnage to ensure that carload/truckload shipments can be made by the contractor, and there should be reasonable certainty that shipments out of the transit point will be requested in carload/truckload quantities.",dispensations_00,shipments can be made
47.305-13,Transit arrangements.,"The contracting officer shall insert in solicitations the provision at 52.247-56, Transit Arrangements, when benefits may accrue to the Government because transit arrangements may apply.",permissions_99,arrangements may apply
47.305-13,Transit arrangements.,"In evaluations of f.o.b. origin offers for large quantities of supplies that contractors normally have in process or storage at intermediate points, contracting officers shall make use of contractors' earned commercial transit credits, which are recorded with the carriers.",obligations_02,officers shall make
47.305-13,Transit arrangements.,"(2) If transit credits apply, the contract shall state that the contractor shall ship the goods on prepaid commercial bills of lading, subject to reimbursement by the Government.",obligations_02,contractor shall ship
47.305-13,Transit arrangements.,The contracting officer shall ensure that this does not preclude a proper change in delivery terms under the Changes clause.,obligations_02,officer shall ensure
47.305-13,Transit arrangements.,(3) The contractor shall show the transportation and transit charges as separate amounts on the invoice for each individual shipment.,obligations_02,contractor shall show
47.305-13,Transit arrangements.,The amount to be reimbursed by the Government shall not exceed the amount quoted in the offer.,prohibitions_04,Government shall not exceed
47.305-13,Transit arrangements.,"(4) The contracting officer shall insert in solicitations and contracts the clause at 52.247-57, Transportation Transit Privilege Credits, when supplies are of such a nature, or when it is the custom of the trade, that offerors may have potential transit credits available and the Government may reduce transportation costs through the use of transit credits.",dispensations_00,Government may reduce
47.305-14,Mode of transportation.,"Generally, solicitations shall not specify a particular mode of transportation or a particular carrier.",prohibitions_04,solicitations shall not specify
47.305-14,Mode of transportation.,"If the use of particular types of carriers is necessary to meet program requirements, the solicitation shall provide that only offers involving the specified types of carriers will be considered.",obligations_02,solicitation shall provide
47.305-14,Mode of transportation.,"The contracting officer shall obtain all specifications for mode, route, delivery, etc., from the transportation office.",obligations_02,officer shall obtain
47.305-15,Loading responsibilities of contractors.,"(2) The contracting officer shall insert in solicitations and contracts the clause at 52.247-58, Loading, Blocking, and Bracing of Freight Car Shipments, when supplies may be shipped in carload lots by rail.",dispensations_00,supplies may be shipped
47.305-15,Loading responsibilities of contractors.,"(b) If the nature of the supplies or safety, environmental, or transportability factors require special methods for securing the supplies on the carrier's equipment, or if only a special mode of transportation or type vehicle is appropriate, the contracting officer shall include in solicitations detailed specifications that have been coordinated with the transportation office.",obligations_02,officer shall include
47.305-16,Shipping characteristics.,"The contracting officer shall insert in solicitations and contracts the clause at 52.247-59, F.o.b.",obligations_02,officer shall insert
47.305-16,Shipping characteristics.,"Origin—Carload and Truckload Shipments, when it is contemplated that they may result in f.o.b. origin contracts with shipments in carloads or truckloads.",permissions_99,they may result
47.305-16,Shipping characteristics.,"(1) The contracting officer shall insert in soliciations and contracts, excluding those at or below the simplified acquisition threshold, the clause at 52.247-60, Guaranteed Shipping Characteristics, when shipping and other characteristics are required to evaluate offers as to transportation costs.",obligations_02,officer shall insert
47.305-16,Shipping characteristics.,"When all of the shipping characteristics listed in paragraph (a) of the clause at 52.247-60 are not required to evaluate offers as to transportation costs, the contracting officer shall delete the characteristics not required from the clause.",obligations_02,officer shall delete
47.305-16,Shipping characteristics.,(2) The award document shall show the shipping characteristics used in the evaluation.,obligations_02,document shall show
47.305-16,Shipping characteristics.,"When volume rates may apply, the contracting officer shall insert in solicitations and contracts the clause at 52.247-61, F.o.b.",obligations_02,officer shall insert
47.305-16,Shipping characteristics.,"(1) When total requirements and destinations to which shipments will be made are known, but the specific quantity to be shipped to each destination cannot be predetermined, solicitations shall state that offers are to be submitted on the basis of delivery f.o.b. origin and/or f.o.b. destination and that offers will be evaluated on both bases.",obligations_02,solicitations shall state
47.305-16,Shipping characteristics.,"(2) The contracting officer shall insert in solicitations and contracts the clause at 52.247-62, Specific Quantities Unknown, when total requirements and destinations to which shipments will be made are known, but the specific quantity to be shipped to each destination cannot be predetermined.",obligations_02,officer shall insert
47.305-17,Returnable cylinders.,"The contracting officer shall insert the clause at 52.247-66, Returnable Cylinders, in a solicitation and contract whenever the contract involves the purchase of gas in contractor-furnished returnable cylinders and the contractor retains title to the cylinders.",obligations_02,officer shall insert
47.306,Transportation factors in the evaluation of offers.,"When evaluating offers, contracting officers shall consider transportation and transportation-related costs as well as the offerors' shipping and receiving facilities.",obligations_02,officers shall consider
47.306-1,Transportation cost determinations.,"When requesting the transportation officer to assist in evaluating offers, the contracting officer shall give the transportation officer all pertinent data, including the following information: (a) A complete description of the commodity being acquired including packaging instructions.",obligations_02,officer shall give
47.306-2,Lowest overall transportation costs.,"(a) For the evaluation of offers, the transportation officer shall give to the contracting officer, and the contracting officer shall use, the lowest available freight rates and related accessorial and incidental charges that (1) are in effect on, or become effective before, the expected date of the initial shipment and (2) are on file or published on the date of the bid opening.",obligations_02,officer shall use
47.306-3,Adequacy of loading and unloading facilities.,"(a) When determining the transportation capabilities of an offeror, the contracting officer shall consider the type and adequacy of the offeror's shipping facilities, including the ability to consolidate and ship in carload or truckload lots.",obligations_02,officer shall consider
47.306-3,Adequacy of loading and unloading facilities.,(b) The contracting officer shall consider the type and adequacy of the consignee's receiving facilities to avoid shipping schedules that cannot be properly accommodated.,obligations_02,officer shall consider
47.402,Policy.,"Federal employees and their dependents, consultants, contractors, grantees, and others must use U.S.-flag air carriers for U.S. Government-financed international air travel and transportation of their personal effects or property, if available (section 5 of the International Air Transportation Fair Competitive Practices Act of 1974 (49 U.S.C. 40118)",obligations_02,others must use
47.403-1,Availability and unavailability of U.S.-flag air carrier service.,"(a) If a U.S.-flag air carrier cannot provide the international air transportation needed or if the use of U.S.-flag air carrier service would not accomplish an agency's mission, foreign-flag air carrier service may be deemed necessary.",dispensations_00,service may be deemed
47.403-1,Availability and unavailability of U.S.-flag air carrier service.,"(3) When a U.S.-flag air carrier involuntarily reroutes the traveler via a foreign-flag air carrier, the foreign-flag air carrier may be used notwithstanding the availability of alternative U.S.-flag air carrier service.",dispensations_00,carrier may be used
47.403-2,Air transport agreements between the United States and foreign governments.,"Nothing in the guidelines of the Comptroller General (see 47.403) shall preclude, and no penalty shall attend, the use of a foreign-flag air carrier that provides transportation under an air transport agreement between the United States and a foreign government, the terms of which are consistent with the international aviation policy goals at 49 U.S.C. 1502(b) and provide reciprocal rights and benefits.",obligations_02,penalty shall attend
47.403-3,Disallowance of expenditures.,"(a) Agencies shall disallow expenditures for U.S. Government-financed commercial international air transportation on foreign-flag air carriers unless there is attached to the appropriate voucher a memorandum adequately explaining why service by U.S.-flag air carriers was not available, or why it was necessary to use foreign-flag air carriers.",obligations_02,Agencies shall disallow
47.404,Air freight forwarders.,(a) Agencies may use air freight forwarders that are engaged in international air transportation (49 U.S.C. 1301(24)(c)) for U.S. Government-financed movements of property.,permissions_99,Agencies may use
47.404,Air freight forwarders.,"(b) Agency personnel shall inform international air freight forwarders that to facilitate prompt payments of their bills, they shall submit with their bills (1) a copy of the airway bill or manifest showing the air carriers used and (2) justification for the use of foreign-flag air carriers similar to the one shown in the clause at 52.247-63, Preference for U.S.-Flag Air Carriers.",obligations_02,they shall submit
47.405,Contract clause.,"The contracting officer shall insert the clause at 52.247-63, “Preference for U.S.-Flag Air Carriers, in solicitations and contracts whenever it is possible that U.S. Government-financed international air transportation of personnel (and their personal effects) or property will occur in the performance of the contract.”",obligations_02,officer shall insert
47.501,Definitions.,"However, any cargo may be carried in these vessels, including part cargoes of dry bulk items or, when carried in deep tanks, bulk liquids such as petroleum and vegetable oils.",dispensations_00,cargo may be carried
47.502,Policy.,"Under this Act, Government agencies acquiring, either within or outside the United States, supplies that may require ocean transportation shall ensure that at least 50 percent of the gross tonnage of these supplies (computed separately for dry bulk carriers, dry cargo liners, and tankers) is transported on privately owned U.S.-flag commercial vessels to the extent that such vessels are available at rates that are fair and reasonable for U.S.-flag commercial vessels.",obligations_02,transportation shall ensure
47.503,Applicability.,The 50-percent requirement shall not prevent the use of privately owned U.S.-flag commercial vessels for transportation of up to 100 percent of the cargo subject to the Cargo Preference Act of 1954.,prohibitions_04,requirement shall not prevent
47.505,Construction contracts.,"(a) Except as stated in paragraph (b) below, construction contractors, including subcontractors and suppliers, engaged in overseas work shall comply with the policies and regulations in this subpart.",obligations_02,work shall comply
47.505,Construction contracts.,"(b) These requirements shall not apply to military assistance, foreign aid, or similar projects under the auspices of the U.S. Government when the recipient nation furnishes, or pays for, at least 50 percent of the transportation, in which event foreign-flag vessels may be used for a portion not to exceed 50 percent of the gross tonnage for the project.",dispensations_00,vessels may be used
47.506,Procedures.,(a) The contracting officer shall obtain assistance from the transportation activity (see 47.105) in developing appropriate shipping instructions and delivery terms for inclusion in solicitations and contracts that may involve ocean transportation of supplies subject to the requirements of the Cargo Preference Act of 1954 (see 47.502(a)(3)).,permissions_99,that may involve
47.506,Procedures.,"(b) When the contractor notifies the contracting officer that a privately owned U.S.-flag commercial vessel is not available, the contracting officer shall seek assistance from the transportation activity.",obligations_02,officer shall seek
47.506,Procedures.,"Contracting officers shall follow agency regulations when preparing, or furnishing information for, these reports.",obligations_02,officers shall follow
47.507,Contract clauses.,"Insert the clause at 52.247-64, Preference for Privately Owned U.S.-Flag Commercial Vessels, in solicitations and contracts that may involve ocean transportation of supplies subject to the Cargo Preference Act of 1954.",permissions_99,that may involve
47.507,Contract clauses.,"(b) The contracting officer may insert in solicitations and contracts, under agency procedures, additional appropriate clauses concerning the vessels to be used.",permissions_99,officer may insert
48.001,Definitions.,"It is calculated at the time the VECP is accepted and applies either (1) throughout the sharing period, unless the contracting officer decides that recalculation is necessary because conditions are significantly different from those previously anticipated or (2) to the calculation of a lump-sum payment, that cannot later be revised.",dispensations_00,that cannot later be revised
48.101,General.,The contractor must perform value engineering of the scope and level of effort required by the Government's program plan and included as a separately priced item of work in the contract Schedule.,obligations_02,contractor must perform
48.102,Policies.,"(a) As required by 41 U.S.C. 1711, agencies shall establish and maintain cost-effective value engineering procedures and processes.",obligations_02,agencies shall establish
48.102,Policies.,Agencies shall provide contractors a substantial financial incentive to develop and submit VECP's.,obligations_02,Agencies shall provide
48.102,Policies.,(c) Agencies shall consider requiring incorporation of value engineering clauses in appropriate subcontracts.,obligations_02,Agencies shall consider
48.102,Policies.,A program requirement clause may be included in initial production contracts for less than major systems acquisition programs if there is a potential for savings.,dispensations_00,clause may be included
48.102,Policies.,"In establishing a sharing period and sharing rate, the contracting officer must consider the following, as appropriate, and must insert supporting rationale in the contract file: (1) Extent of the change.",obligations_02,officer must consider
48.102,Policies.,(h) Contracts for architect-engineer services must require a mandatory value engineering program to reduce total ownership cost in accordance with 48.101(b)(2).,obligations_02,services must require
48.102,Policies.,(i) Agencies shall establish procedures for funding and payment of the contractor's share of collateral savings and future contract savings.,obligations_02,Agencies shall establish
48.103,Processing value engineering change proposals.,"Upon receiving a VECP, the contracting officer or other designated official shall promptly process and objectively evaluate the VECP in accordance with agency precedures and shall document the contract file with the rationale for accepting or rejecting the VECP.",obligations_02,official shall promptly process
48.103,Processing value engineering change proposals.,"If the Government will need more time to evaluate the VECP, the contracting officer shall notify the contractor promptly in writing giving the reasons and the anticipated decision date.",obligations_02,officer shall notify
48.103,Processing value engineering change proposals.,"The contractor may withdraw, in whole or in part, any VECP not accepted by the Government within the period specified in the VECP.",permissions_99,contractor may withdraw
48.103,Processing value engineering change proposals.,"Any VECP may be approved, in whole or in part, by a contract modification incorporating the VECP.",dispensations_00,VECP may be approved
48.103,Processing value engineering change proposals.,"Until the effective date of the contract modification, the contractor shall perform in accordance with the existing contract.",obligations_02,contractor shall perform
48.103,Processing value engineering change proposals.,"If the Government accepts the VECP, but properly rejects units subsequently delivered or does not receive units on which a savings share was paid, the contractor shall reimburse the Government for the proportionate share of these payments.",obligations_02,contractor shall reimburse
48.103,Processing value engineering change proposals.,"If the VECP is not accepted, the contracting officer shall provide the contractor with prompt written notification, explaining the reasons for rejection.",obligations_02,officer shall provide
48.104-1,Determining sharing period.,(a) Contracting officers must determine discrete sharing periods for each VECP.,obligations_02,officers must determine
48.104-1,Determining sharing period.,"Agencies may prescribe sharing of future contract savings on all future contract units to be delivered under contracts awarded within the sharing period for essentially the same item, even if the scheduled delivery date is outside the sharing period.",permissions_99,Agencies may prescribe
48.104-2,Sharing acquisition savings.,"The sharing rates (Government/contractor) for net acquisition savings for supplies and services are based on the type of contract, the value engineering clause or alternate used, and the type of savings, as follows: (2) Acquisition savings may be realized on the instant contract, concurrent contracts, and future contracts.",dispensations_00,savings may be realized
48.104-2,Sharing acquisition savings.,"This may occur on the instant contract or it may not occur until reductions have been negotiated on concurrent contracts or until future contract savings are calculated, either through lump-sum payment or as each future contract is awarded.",dispensations_02,it may not occur
48.104-2,Sharing acquisition savings.,"This may occur once, several times, or, in rare cases, not at all.",permissions_99,This may occur
48.104-2,Sharing acquisition savings.,"In calculating acquisition savings under incentive contracts, the contracting officer shall add any negative instant contract savings to the target cost or to the target price and ceiling price and then offset these negative instant contract savings and any Government costs against concurrent and future contract savings.",obligations_02,officer shall add
48.104-2,Sharing acquisition savings.,"(5) Within 3 months after concurrent contracts have been modified to reflect price reductions attributable to use of the VECP, the contracting officer shall modify the instant contract to provide the contractor's share of savings.",obligations_02,officer shall modify
48.104-2,Sharing acquisition savings.,The lump-sum method may be used only if the contracting officer has established that this is the best way to proceed and the contractor agrees.,dispensations_00,method may be used
48.104-2,Sharing acquisition savings.,"In deciding whether or not to use the more convenient lump-sum method for an individual VECP, the contracting officer shall consider— (i)",obligations_02,officer shall consider
48.104-3,Sharing collateral savings.,"(b) The contractor's share of collateral savings may range from 20 to 100 percent of the estimated savings to be realized during a typical year of use but must not exceed the greater of— (1) The contract's firm-fixed-price, target price, target cost, or estimated cost, at the time the VECP is accepted; or (2) $100,000.",permissions_99,savings may range
48.104-3,Sharing collateral savings.,(c) The contracting officer must determine the sharing rate for each VECP.,obligations_02,officer must determine
48.104-3,Sharing collateral savings.,"(d) In determining collateral savings, the contracting officer must consider any degradation of performance, service life, or capability.",obligations_02,officer must consider
48.104-4,Sharing alternative—no-cost settlement method.,"In selecting an appropriate mechanism for incorporating a VECP into a contract, the contracting officer shall analyze the different approaches available to determine which one would be in the Government's best interest.",obligations_02,officer shall analyze
48.104-4,Sharing alternative—no-cost settlement method.,Contracting officers should balance the administrative costs of negotiating a settlement against the anticipated savings.,obligations_02,officers should balance
48.104-4,Sharing alternative—no-cost settlement method.,"A no-cost settlement may be used if, in the contracting officer's judgment, reliance on other VECP approaches likely would not be more cost-effective, and the no-cost settlement would provide adequate consideration to the Government.",dispensations_00,settlement may be used
48.201,Clauses for supply or service contracts.,"The contracting officer shall insert a value engineering clause in solicitations and contracts when the contract amount is expected to exceed the simplified acquisition threshold, except as specified in subparagraphs (1) through (5) and in paragraph (f) below.",obligations_02,officer shall insert
48.201,Clauses for supply or service contracts.,A value engineering clause may be included in contracts of lesser value if the contracting officer sees a potential for significant savings.,dispensations_00,clause may be included
48.201,Clauses for supply or service contracts.,"Unless the chief of the contracting office authorizes its inclusion, the contracting officer shall not include a value engineering clause in solicitations and contracts— (1) For research and development other than full-scale development; (2) For engineering services from not-for-profit or nonprofit organizations; (3) For personal services (see subpart 37.1); (4) Providing for product or component improvement, unless the value engineering incentive application is restricted to areas not covered by provisions for product or component improvement; (5) For commercial products (see part 11) that do not involve packaging specifications or other special requirements or specifications; or (6) When the agency head has exempted the contract (or a class of contracts) from the requirements of part 48.",prohibitions_04,officer shall not include
48.201,Clauses for supply or service contracts.,"To provide a value engineering incentive, the contracting officer shall insert the clause at 52.248-1, Value Engineering, in solicitations and contracts except as provided in paragraph (a) above (but see subparagraph (e)(1) below).",obligations_02,officer shall insert
48.201,Clauses for supply or service contracts.,"(1) If a mandatory value engineering effort is appropriate (i.e., if the contracting officer considers that substantial savings to the Government may result from a sustained value engineering effort of a specified level), the contracting officer shall use the clause with its Alternate I (but see subparagraph (e)(2) below).",obligations_02,officer shall use
48.201,Clauses for supply or service contracts.,"(2) The value engineering program requirement may be specified by the Government in the solicitation or, in the case of negotiated contracting, proposed by the contractor as part of its offer and included as a subject for negotiation.",dispensations_00,requirement may be specified
48.201,Clauses for supply or service contracts.,"(1) If both a value engineering incentive and a mandatory program requirement are appropriate, the contracting officer shall use the clause with its Alternate II (but see subparagraph (e)(3) below).",obligations_02,officer shall use
48.201,Clauses for supply or service contracts.,(2) The contract shall restrict the value engineering program requirement to well-defined areas of performance designated by line item in the contract Schedule.,obligations_02,contract shall restrict
48.201,Clauses for supply or service contracts.,"If the head of the contracting activity determines for a contract or class of contracts that the cost of computing and tracking collateral savings will exceed the benefits to be derived, the contracting officer shall use the clause with its— (1) Alternate III if a value engineering incentive is involved; (2) Alternate III and Alternate I if a value engineering program requirement is involved; or (3) Alternate III and Alternate II if both an incentive and a program requirement are involved.",obligations_02,officer shall use
48.201,Clauses for supply or service contracts.,"The contracting officer shall insert the clause at 52.248-2, Value Engineering—Architect-Engineer, in solicitations and contracts whenever the Government requires and pays for a specific value engineering effort in architect-engineer contracts.",obligations_02,officer shall insert
48.201,Clauses for supply or service contracts.,"For engineering-development solicitations and contracts, and solicitations and contracts containing low-rate-initial-production or early production units, the contracting officer must modify the clause at 52.248-1, Value Engineering, by— (1) Revising paragraph (i)(3)(i) of the clause by substituting “a number equal to the quantity required to be delivered over a period of between 36 and 60 consecutive months (set at the discretion of the Contracting Officer for each VECP) that spans the highest planned production, based on planning and programming or production documentation at the time the VECP is accepted;” for “the number of future contract units scheduled for delivery during the sharing period;” and (2) Revising the first sentence under paragraph (3) of the definition of “acquisition savings” by substituting “a number equal to the quantity to be delivered over a period of between 36 and 60 consecutive months (set at the discretion of the Contracting Officer for each VECP) that spans the highest planned production, based on planning and programming or production documentation at the time the VECP is accepted.”",obligations_02,officer must modify
48.201,Clauses for supply or service contracts.,"In solicitations and contracts for items requiring an extended period for production ( e.g., ship construction, major system acquisition), if agency procedures prescribe sharing of future contract savings on all units to be delivered under contracts awarded during the sharing period (see 48.104-1(c)), the contracting officer must modify the clause at 52.248-1, Value Engineering, by revising paragraph (i)(3)(i) of the clause and the first sentence under paragraph (3) of the definition of “acquisition savings” by substituting “under contracts awarded during the sharing period” for “during the sharing period.”",obligations_02,officer must modify
48.202,Clause for construction contracts.,"The contracting officer shall insert the clause at 52.248-3, Value Engineering—Construction, in construction solicitations and contracts when the contract amount is estimated to exceed the simplified acquisition threshold, unless an incentive contract is contemplated.",obligations_02,officer shall insert
48.202,Clause for construction contracts.,The contracting officer may include the clause in contracts of lesser value if the contracting officer sees a potential for significant savings.,permissions_99,officer may include
48.202,Clause for construction contracts.,The contracting officer shall not include the clause in incentive-type construction contracts.,prohibitions_04,officer shall not include
48.202,Clause for construction contracts.,"If the head of the contracting activity determines that the cost of computing and tracking collateral savings for a contract will exceed the benefits to be derived, the contracting officer shall use the clause with its Alternate I.",obligations_02,officer shall use
49.002,Applicability.,"However, for contracts for the acquisition of commercial items, this part provides administrative guidance which may be followed unless it is inconsistent with the requirements and procedures in 12.403, Termination, and the clause at 52.212-4, Contract Terms and Conditions—Commercial Items.",dispensations_00,which may be followed
49.002,Applicability.,"(b) Contractors shall use this part, unless inappropriate, to settle subcontracts terminated as a result of modification of prime contracts.",obligations_02,Contractors shall use
49.002,Applicability.,The contracting officer shall use this part as a guide in evaluating settlements of subcontracts terminated for the convenience of a contractor whenever the settlement will be the basis of a proposal for reimbursement from the Government under a cost-reimbursement contract.,obligations_02,officer shall use
49.002,Applicability.,"(c) The contracting officer may use this part in determining an equitable adjustment resulting from a modification under the Changes clause of any contract, except cost-reimbursement contracts.",permissions_99,officer may use
49.101,Authorities and responsibilities.,"(b) The contracting officer shall terminate contracts, whether for default or convenience, only when it is in the Government's interest.",obligations_02,officer shall terminate
49.101,Authorities and responsibilities.,"The contracting officer shall effect a no-cost settlement instead of issuing a termination notice when (1) it is known that the contractor will accept one, (2) Government property was not furnished, and (3) there are no outstanding payments, debts due the Government, or other contractor obligations.",obligations_02,officer shall effect
49.102,Notice of termination.,The contracting officer shall terminate contracts for convenience or default only by a written notice to the contractor (see 49.601).,obligations_02,officer shall terminate
49.102,Notice of termination.,"The notice shall state— (1) That the contract is being terminated for the convenience of the Government (or for default) under the contract clause authorizing the termination; (2) The effective date of termination; (3) The extent of termination; (4) Any special instructions; and (5) The steps the contractor should take to minimize the impact on personnel if the termination, together with all other outstanding terminations, will result in a significant reduction in the contractor's work force (see paragraph (g) of the notice in 49.601-2).",obligations_02,contractor should take
49.102,Notice of termination.,"The contracting officer shall simultaneously send the termination notice to the contractor, and a copy to the contract administration office and to any known assignee, guarantor, or surety of the contractor.",obligations_02,officer shall simultaneously send
49.102,Notice of termination.,The contracting officer may amend a termination notice to— (1) Correct nonsubstantive mistakes in the notice; (2) Add supplemental data or instructions; or (3) Rescind the notice if it is determined that items terminated had been completed or shipped before the contractor's receipt of the notice.,permissions_99,officer may amend
